term,year,date,pmid,pmcid,link,title,journal,authors,abstract
Illumina Hiseq,2013,2013/9/1:2013/9/31,24072866,3784786,https://www.ncbi.nlm.nih.gov/pubmed/24072866,"Draft Genome Sequence of Bacillus subtilis Strain S1-4, Which Degrades Feathers Efficiently.",Genome announcements,"Yong B, Yang BQ, Zhao CW, Feng H","Bacillus subtilis strain S1-4, with the capacity to efficiently degrade feathers, was isolated from chicken feathers. Sequencing showed that the genome of strain S1-4 differs from that of other B. subtilis strains, with limited insertions and deletions. The genome encodes multiple extracellular proteases and keratinases. "
Illumina Hiseq,2013,2013/9/1:2013/9/31,24072861,3784781,https://www.ncbi.nlm.nih.gov/pubmed/24072861,"First Whole-Genome Sequence of Mycobacterium iranicum, a Newly Reported Mycobacterial Species.",Genome announcements,"Tan JL, Ng HF, Wee WY, Ang MY, Wong GJ, Ngeow YF, Choo SW","Mycobacterium iranicum is a new species of nontuberculous mycobacterium reported in 2013. Here, we describe the first whole-genome sequence of this species, that of M. iranicum strain UM_TJL, isolated from a patient in Malaysia. "
Illumina Hiseq,2013,2013/9/1:2013/9/31,24072859,3784779,https://www.ncbi.nlm.nih.gov/pubmed/24072859,"Draft Genome Sequence of Vancomycin-Heteroresistant Staphylococcus epidermidis Strain UC7032, Isolated from Food.",Genome announcements,"Gazzola S, Pietta E, Bassi D, Fontana C, Puglisi E, Cappa F, Cocconcelli PS",Staphylococcus epidermidis strain UC7032 was isolated from ready-to-eat cured meat and is heteroresistant to glycopeptide antibiotics. The draft whole-genome analysis revealed that this strain shows common characteristics typical of strains that are involved in nosocomial infections. 
Illumina Hiseq,2013,2013/9/1:2013/9/31,24086163,3784568,https://www.ncbi.nlm.nih.gov/pubmed/24086163,Whole genome sequencing identifies a deletion in protein phosphatase 2A that affects its stability and localization in Chlamydomonas reinhardtii.,PLoS genetics,"Lin H, Miller ML, Granas DM, Dutcher SK","Whole genome sequencing is a powerful tool in the discovery of single nucleotide polymorphisms (SNPs) and small insertions/deletions (indels) among mutant strains, which simplifies forward genetics approaches. However, identification of the causative mutation among a large number of non-causative SNPs in a mutant strain remains a big challenge. In the unicellular biflagellate green alga Chlamydomonas reinhardtii, we generated a SNP/indel library that contains over 2 million polymorphisms from four wild-type strains, one highly polymorphic strain that is frequently used in meiotic mapping, ten mutant strains that have flagellar assembly or motility defects, and one mutant strain, imp3, which has a mating defect. A comparison of polymorphisms in the imp3 strain and the other 15 strains allowed us to identify a deletion of the last three amino acids, Y313F314L315, in a protein phosphatase 2A catalytic subunit (PP2A3) in the imp3 strain. Introduction of a wild-type HA-tagged PP2A3 rescues the mutant phenotype, but mutant HA-PP2A3 at Y313 or L315 fail to rescue. Our immunoprecipitation results indicate that the Y313, L315, or YFLΔ mutations do not affect the binding of PP2A3 to the scaffold subunit, PP2A-2r. In contrast, the Y313, L315, or YFLΔ mutations affect both the stability and the localization of PP2A3. The PP2A3 protein is less abundant in these mutants and fails to accumulate in the basal body area as observed in transformants with either wild-type HA-PP2A3 or a HA-PP2A3 with a V310T change. The accumulation of HA-PP2A3 in the basal body region disappears in mated dikaryons, which suggests that the localization of PP2A3 may be essential to the mating process. Overall, our results demonstrate that the terminal YFL tail of PP2A3 is important in the regulation on Chlamydomonas mating. "
Illumina Hiseq,2013,2013/9/1:2013/9/31,24086152,3784517,https://www.ncbi.nlm.nih.gov/pubmed/24086152,Whole-exome sequencing reveals a rapid change in the frequency of rare functional variants in a founding population of humans.,PLoS genetics,"Casals F, Hodgkinson A, Hussin J, Idaghdour Y, Bruat V, de Maillard T, Grenier JC, Grenier JC, Gbeha E, Hamdan FF, Girard S, Spinella JF, Larivière M, Saillour V, Healy J, Fernández I, Sinnett D, Michaud JL, Rouleau GA, Haddad E, Le Deist F, Awadalla P","Whole-exome or gene targeted resequencing in hundreds to thousands of individuals has shown that the majority of genetic variants are at low frequency in human populations. Rare variants are enriched for functional mutations and are expected to explain an important fraction of the genetic etiology of human disease, therefore having a potential medical interest. In this work, we analyze the whole-exome sequences of French-Canadian individuals, a founder population with a unique demographic history that includes an original population bottleneck less than 20 generations ago, followed by a demographic explosion, and the whole exomes of French individuals sampled from France. We show that in less than 20 generations of genetic isolation from the French population, the genetic pool of French-Canadians shows reduced levels of diversity, higher homozygosity, and an excess of rare variants with low variant sharing with Europeans. Furthermore, the French-Canadian population contains a larger proportion of putatively damaging functional variants, which could partially explain the increased incidence of genetic disease in the province. Our results highlight the impact of population demography on genetic fitness and the contribution of rare variants to the human genetic variation landscape, emphasizing the need for deep cataloguing of genetic variants by resequencing worldwide human populations in order to truly assess disease risk. "
Illumina Hiseq,2013,2013/9/1:2013/9/31,24086148,3784509,https://www.ncbi.nlm.nih.gov/pubmed/24086148,Ultra-sensitive sequencing reveals an age-related increase in somatic mitochondrial mutations that are inconsistent with oxidative damage.,PLoS genetics,"Kennedy SR, Salk JJ, Schmitt MW, Loeb LA","Mitochondrial DNA (mtDNA) is believed to be highly vulnerable to age-associated damage and mutagenesis by reactive oxygen species (ROS). However, somatic mtDNA mutations have historically been difficult to study because of technical limitations in accurately quantifying rare mtDNA mutations. We have applied the highly sensitive Duplex Sequencing methodology, which can detect a single mutation among >10(7) wild type molecules, to sequence mtDNA purified from human brain tissue from both young and old individuals with unprecedented accuracy. We find that the frequency of point mutations increases ~5-fold over the course of 80 years of life. Overall, the mutation spectra of both groups are comprised predominantly of transition mutations, consistent with misincorporation by DNA polymerase γ or deamination of cytidine and adenosine as the primary mutagenic events in mtDNA. Surprisingly, G → T mutations, considered the hallmark of oxidative damage to DNA, do not significantly increase with age. We observe a non-uniform, age-independent distribution of mutations in mtDNA, with the D-loop exhibiting a significantly higher mutation frequency than the rest of the genome. The coding regions, but not the D-loop, exhibit a pronounced asymmetric accumulation of mutations between the two strands, with G → A and T → C mutations occurring more often on the light strand than the heavy strand. The patterns and biases we observe in our data closely mirror the mutational spectrum which has been reported in studies of human populations and closely related species. Overall our results argue against oxidative damage being a major driver of aging and suggest that replication errors by DNA polymerase γ and/or spontaneous base hydrolysis are responsible for the bulk of accumulating point mutations in mtDNA."
Illumina Hiseq,2013,2013/9/1:2013/9/31,24086345,3784448,https://www.ncbi.nlm.nih.gov/pubmed/24086345,Next-generation sequence analysis of cancer xenograft models.,PloS one,"Rossello FJ, Tothill RW, Britt K, Marini KD, Falzon J, Thomas DM, Peacock CD, Marchionni L, Li J, Bennett S, Tantoso E, Brown T, Chan P, Martelotto LG, Watkins DN","Next-generation sequencing (NGS) studies in cancer are limited by the amount, quality and purity of tissue samples. In this situation, primary xenografts have proven useful preclinical models. However, the presence of mouse-derived stromal cells represents a technical challenge to their use in NGS studies. We examined this problem in an established primary xenograft model of small cell lung cancer (SCLC), a malignancy often diagnosed from small biopsy or needle aspirate samples. Using an in silico strategy that assign reads according to species-of-origin, we prospectively compared NGS data from primary xenograft models with matched cell lines and with published datasets. We show here that low-coverage whole-genome analysis demonstrated remarkable concordance between published genome data and internal controls, despite the presence of mouse genomic DNA. Exome capture sequencing revealed that this enrichment procedure was highly species-specific, with less than 4% of reads aligning to the mouse genome. Human-specific expression profiling with RNA-Seq replicated array-based gene expression experiments, whereas mouse-specific transcript profiles correlated with published datasets from human cancer stroma. We conclude that primary xenografts represent a useful platform for complex NGS analysis in cancer research for tumours with limited sample resources, or those with prominent stromal cell populations. "
Illumina Hiseq,2013,2013/9/1:2013/9/31,24086343,3784414,https://www.ncbi.nlm.nih.gov/pubmed/24086343,A conserved virulence plasmidic region contributes to the virulence of the multiresistant Escherichia coli meningitis strain S286 belonging to phylogenetic group C.,PloS one,"Lemaître C, Mahjoub-Messai F, Dupont D, Caro V, Diancourt L, Bingen E, Bidet P, Bonacorsi S","Recent isolation of the non-K1 Escherichia coli neonatal meningitis strain S286, belonging to phylogroup C, which is closely related to major group B1, and producing an extended-spectrum beta-lactamase, encouraged us to seek the genetic determinants responsible for its virulence. We show that S286 belongs to the sequence O type ST23O78 and harbors 4 large plasmids. The largest one, pS286colV (~120 kb), not related to resistance, contains genes characteristic of a Conserved Virulence Plasmidic (CVP) region initially identified in B2 extra-intestinal avian pathogenic E. coli (APEC) strains and in the B2 neonatal meningitis E. coli strain S88. The sequence of this CVP region has a strong homology (98%) with that of the recently sequenced plasmid pChi7122-1 of the O78 APEC strain Chi7122. A CVP plasmid-cured variant of S286 was less virulent than the wild type strain in a neonatal rat sepsis model with a significant lower level of bacteremia at 24 h (4.1 ± 1.41 versus 2.60 ± 0.16 log CFU/ml, p = 0.001) and mortality. However, the mortality in the model of adult mice was comparable between wild type and variant indicating that pS286colV is not sufficient by itself to fully explain the virulence of S286. Gene expression analysis of pS286colV in iron depleted environment was very close to that of pS88, suggesting that genes of CVP region may be expressed similarly in two very different genetic backgrounds (group C versus group B2). Screening a collection of 178 human A/B1 extraintestinal pathogenic E. coli (ExPEC) strains revealed that the CVP region is highly prevalent (23%) and MLST analysis indicated that these CVP positive strains belong to several clusters and mostly to phylogroup C. The virulence of S286 is explained in part by the presence of CVP region and this region has spread in different clusters of human A/B1 ExPEC, especially in group C."
Illumina Hiseq,2013,2013/9/1:2013/9/31,24071583,3902897,https://www.ncbi.nlm.nih.gov/pubmed/24071583,Long insert whole genome sequencing for copy number variant and translocation detection.,Nucleic acids research,"Liang WS, Aldrich J, Tembe W, Kurdoglu A, Cherni I, Phillips L, Reiman R, Baker A, Weiss GJ, Carpten JD, Craig DW","As next-generation sequencing continues to have an expanding presence in the clinic, the identification of the most cost-effective and robust strategy for identifying copy number changes and translocations in tumor genomes is needed. We hypothesized that performing shallow whole genome sequencing (WGS) of 900-1000-bp inserts (long insert WGS, LI-WGS) improves our ability to detect these events, compared with shallow WGS of 300-400-bp inserts. A priori analyses show that LI-WGS requires less sequencing compared with short insert WGS to achieve a target physical coverage, and that LI-WGS requires less sequence coverage to detect a heterozygous event with a power of 0.99. We thus developed an LI-WGS library preparation protocol based off of Illumina's WGS library preparation protocol and illustrate the feasibility of performing LI-WGS. We additionally applied LI-WGS to three separate tumor/normal DNA pairs collected from patients diagnosed with different cancers to demonstrate our application of LI-WGS on actual patient samples for identification of somatic copy number alterations and translocations. With the evolution of sequencing technologies and bioinformatics analyses, we show that modifications to current approaches may improve our ability to interrogate cancer genomes. "
Illumina Hiseq,2013,2013/9/1:2013/9/31,24067191,3851042,https://www.ncbi.nlm.nih.gov/pubmed/24067191,A new locus on chromosome 22q13.31 linked to recessive genetic epilepsy with febrile seizures plus (GEFS+) in a Tunisian consanguineous family.,BMC genetics,"Belhedi N, Bena F, Mrabet A, Guipponi M, Souissi CB, Mrabet HK, Elgaaied AB, Malafosse A, Salzmann A","Genetic epilepsy with febrile seizures plus (GEFS+) is a familial epilepsy syndrome with extremely variable expressivity. The aim of our study was to identify the responsible locus for GEFS+ syndrome in a consanguineous Tunisian family showing three affected members, by carrying out a genome-wide single nucleotide polymorphisms (SNPs) genotyping followed by a whole-exome sequencing. We hypothesized an autosomal recessive (AR) mode of inheritance."
Illumina Hiseq,2013,2013/9/1:2013/9/31,24086376,3783487,https://www.ncbi.nlm.nih.gov/pubmed/24086376,Characterization and phylogenetic analysis of the mitochondrial genome of Glarea lozoyensis indicates high diversity within the order Helotiales.,PloS one,"Youssar L, Grüning BA, Günther S, Hüttel W",Glarea lozoyensis is a filamentous fungus used for the industrial production of non-ribosomal peptide pneumocandin B0. In the scope of a whole genome sequencing the complete mitochondrial genome of the fungus has been assembled and annotated. It is the first one of the large polyphyletic Helotiaceae family. A phylogenetic analysis was performed based on conserved proteins of the oxidative phosphorylation system in mitochondrial genomes.
Illumina Hiseq,2013,2013/9/1:2013/9/31,24067931,4492405,https://www.ncbi.nlm.nih.gov/pubmed/24067931,Three-stage quality control strategies for DNA re-sequencing data.,Briefings in bioinformatics,"Guo Y, Ye F, Sheng Q, Clark T, Samuels DC","Advances in next-generation sequencing (NGS) technologies have greatly improved our ability to detect genomic variants for biomedical research. In particular, NGS technologies have been recently applied with great success to the discovery of mutations associated with the growth of various tumours and in rare Mendelian diseases. The advance in NGS technologies has also created significant challenges in bioinformatics. One of the major challenges is quality control of the sequencing data. In this review, we discuss the proper quality control procedures and parameters for Illumina technology-based human DNA re-sequencing at three different stages of sequencing: raw data, alignment and variant calling. Monitoring quality control metrics at each of the three stages of NGS data provides unique and independent evaluations of data quality from differing perspectives. Properly conducting quality control protocols at all three stages and correctly interpreting the quality control results are crucial to ensure a successful and meaningful study. "
Illumina Hiseq,2013,2013/9/1:2013/9/31,23728943,3830584,https://www.ncbi.nlm.nih.gov/pubmed/23728943,Identification of driver genes in hepatocellular carcinoma by exome sequencing.,"Hepatology (Baltimore, Md.)","Cleary SP, Jeck WR, Zhao X, Chen K, Selitsky SR, Savich GL, Tan TX, Wu MC, Getz G, Lawrence MS, Parker JS, Li J, Powers S, Kim H, Fischer S, Guindi M, Ghanekar A, Chiang DY","Genetic alterations in specific driver genes lead to disruption of cellular pathways and are critical events in the instigation and progression of hepatocellular carcinoma (HCC). As a prerequisite for individualized cancer treatment, we sought to characterize the landscape of recurrent somatic mutations in HCC. We performed whole-exome sequencing on 87 HCCs and matched normal adjacent tissues to an average coverage of 59×. The overall mutation rate was roughly two mutations per Mb, with a median of 45 nonsynonymous mutations that altered the amino acid sequence (range, 2-381). We found recurrent mutations in several genes with high transcript levels: TP53 (18%); CTNNB1 (10%); KEAP1 (8%); C16orf62 (8%); MLL4 (7%); and RAC2 (5%). Significantly affected gene families include the nucleotide-binding domain and leucine-rich repeat-containing family, calcium channel subunits, and histone methyltransferases. In particular, the MLL family of methyltransferases for histone H3 lysine 4 were mutated in 20% of tumors."
Illumina Hiseq,2013,2013/9/1:2013/9/31,24086639,3782459,https://www.ncbi.nlm.nih.gov/pubmed/24086639,MicroRNA-150 expression induces myeloid differentiation of human acute leukemia cells and normal hematopoietic progenitors.,PloS one,"Morris VA, Zhang A, Yang T, Stirewalt DL, Ramamurthy R, Meshinchi S, Oehler VG","In acute myeloid leukemia (AML) and blast crisis (BC) chronic myeloid leukemia (CML) normal differentiation is impaired. Differentiation of immature stem/progenitor cells is critical for normal blood cell function. MicroRNAs (miRNAs or miRs) are small non-coding RNAs that interfere with gene expression by degrading messenger RNAs (mRNAs) or blocking protein translation. Aberrant miRNA expression is a feature of leukemia and miRNAs also play a significant role in normal hematopoiesis and differentiation. We have identified miRNAs differentially expressed in AML and BC CML and identified a new role for miR-150 in myeloid differentiation. Expression of miR-150 is low or absent in BC CML and AML patient samples and cell lines. We have found that expression of miR-150 in AML cell lines, CD34+ progenitor cells from healthy individuals, and primary BC CML and AML patient samples at levels similar to miR-150 expression in normal bone marrow promotes myeloid differentiation of these cells. MYB is a direct target of miR-150, and we have identified that the observed phenotype is partially mediated by MYB. In AML cell lines, differentiation of miR-150 expressing cells occurs independently of retinoic acid receptor α (RARA) signaling. High-throughput gene expression profiling (GEP) studies of the AML cell lines HL60, PL21, and THP-1 suggest that activation of CEPBA, CEBPE, and cytokines associated with myeloid differentiation in miR-150 expressing cells as compared to control cells contributes to myeloid differentiation. These data suggest that miR-150 promotes myeloid differentiation, a previously uncharacterized role for this miRNA, and that absent or low miR-150 expression contributes to blocked myeloid differentiation in acute leukemia cells. "
Illumina Hiseq,2013,2013/9/1:2013/9/31,24688720,3962129,https://www.ncbi.nlm.nih.gov/pubmed/24688720,Characterization of ENU-induced Mutations in Red Blood Cell Structural Proteins.,Computational and structural biotechnology journal,"Kildey K, Flower RL, Tran TV, Tunningley R, Harris J, Dean MM","Murine models with modified gene function as a result of N-ethyl-N-nitrosourea (ENU) mutagenesis have been used to study phenotypes resulting from genetic change. This study investigated genetic factors associated with red blood cell (RBC) physiology and structural integrity that may impact on blood component storage and transfusion outcome. Forward and reverse genetic approaches were employed with pedigrees of ENU-treated mice using a homozygous recessive breeding strategy. In a ""forward genetic"" approach, pedigree selection was based upon identification of an altered phenotype followed by exome sequencing to identify a causative mutation. In a second strategy, a ""reverse genetic"" approach based on selection of pedigrees with mutations in genes of interest was utilised and, following breeding to homozygosity, phenotype assessed. Thirty-three pedigrees were screened by the forward genetic approach. One pedigree demonstrated reticulocytosis, microcytic anaemia and thrombocytosis. Exome sequencing revealed a novel single nucleotide variation (SNV) in Ank1 encoding the RBC structural protein ankyrin-1 and the pedigree was designated Ank1(EX34). The reticulocytosis and microcytic anaemia observed in the Ank1(EX34) pedigree were similar to clinical features of hereditary spherocytosis in humans. For the reverse genetic approach three pedigrees with different point mutations in Spnb1 encoding RBC protein spectrin-1β, and one pedigree with a mutation in Epb4.1, encoding band 4.1 were selected for study. When bred to homozygosity two of the spectrin-1β pedigrees (a, b) demonstrated increased RBC count, haemoglobin (Hb) and haematocrit (HCT). The third Spnb1 mutation (spectrin-1β c) and mutation in Epb4.1 (band 4.1) did not significantly affect the haematological phenotype, despite these two mutations having a PolyPhen score predicting the mutation may be damaging. Exome sequencing allows rapid identification of causative mutations and development of databases of mutations predicted to be disruptive. These tools require further refinement but provide new approaches to the study of genetically defined changes that may impact on blood component storage and transfusion outcome. "
Illumina Hiseq,2013,2013/9/1:2013/9/31,24065039,3799518,https://www.ncbi.nlm.nih.gov/pubmed/24065039,"Genetic analysis of West Nile virus isolates from an outbreak in Idaho, United States, 2006-2007.",International journal of environmental research and public health,"Grinev A, Chancey C, Añez G, Ball C, Winkelman V, Williamson P, Foster GA, Stramer SL, Rios M","West Nile virus (WNV) appeared in the U.S. in 1999 and has since become endemic, with yearly summer epidemics causing tens of thousands of cases of serious disease over the past 14 years. Analysis of WNV strains isolated during the 2006-2007 epidemic seasons demonstrates that a new genetic variant had emerged coincidentally with an intense outbreak in Idaho during 2006. The isolates belonging to the new variant carry a 13 nt deletion, termed ID-Δ13, located at the variable region of the 3'UTR, and are genetically related. The analysis of deletions and insertions in the 3'UTR of two major lineages of WNV revealed the presence of conserved repeats and two indel motifs in the variable region of the 3'UTR. One human and two bird isolates from the Idaho 2006-2007 outbreaks were sequenced using Illumina technology and within-host variability was analyzed. Continued monitoring of new genetic variants is important for public health as WNV continues to evolve. "
Illumina Hiseq,2013,2013/9/1:2013/9/31,24019552,3782055,https://www.ncbi.nlm.nih.gov/pubmed/24019552,Intestinal lamina propria dendritic cells maintain T cell homeostasis but do not affect commensalism.,The Journal of experimental medicine,"Welty NE, Staley C, Ghilardi N, Sadowsky MJ, Igyártó BZ, Kaplan DH","Dendritic cells (DCs) in the intestinal lamina propria (LP) are composed of two CD103(+) subsets that differ in CD11b expression. We report here that Langerin is expressed by human LP DCs and that transgenic human langerin drives expression in CD103(+)CD11b(+) LP DCs in mice. This subset was ablated in huLangerin-DTA mice, resulting in reduced LP Th17 cells without affecting Th1 or T reg cells. Notably, cognate DC-T cell interactions were not required for Th17 development, as this response was intact in huLangerin-Cre I-Aβ(fl/fl) mice. In contrast, responses to intestinal infection or flagellin administration were unaffected by the absence of CD103(+)CD11b(+) DCs. huLangerin-DTA x BatF3(-/-) mice lacked both CD103(+) LP DC subsets, resulting in defective gut homing and fewer LP T reg cells. Despite these defects in LP DCs and resident T cells, we did not observe alterations of intestinal microbial communities. Thus, CD103(+) LP DC subsets control T cell homeostasis through both nonredundant and overlapping mechanisms. "
Illumina Hiseq,2013,2013/9/1:2013/9/31,24086438,3781035,https://www.ncbi.nlm.nih.gov/pubmed/24086438,Mapping the small RNA content of simian immunodeficiency virions (SIV).,PloS one,"Brameier M, Ibing W, Höfer K, Montag J, Stahl-Hennig C, Motzkus D","Recent evidence indicates that regulatory small non-coding RNAs are not only components of eukaryotic cells and vesicles, but also reside within a number of different viruses including retroviral particles. Using ultra-deep sequencing we have comprehensively analyzed the content of simian immunodeficiency virions (SIV), which were compared to mock-control preparations. Our analysis revealed that more than 428,000 sequence reads matched the SIV mac239 genome sequence. Among these we could identify 12 virus-derived small RNAs (vsRNAs) that were highly abundant. Beside known retrovirus-enriched small RNAs, like 7SL-RNA, tRNA(Lys3) and tRNA(Lys) isoacceptors, we also identified defined fragments derived from small ILF3/NF90-associated RNA snaR-A14, that were enriched more than 50 fold in SIV. We also found evidence that small nucleolar RNAs U2 and U12 were underrepresented in the SIV preparation, indicating that the relative number or the content of co-isolated exosomes was changed upon infection. Our comprehensive atlas of SIV-incorporated small RNAs provides a refined picture of the composition of retrovirions, which gives novel insights into viral packaging. "
Illumina Hiseq,2013,2013/9/1:2013/9/31,24056933,3925760,https://www.ncbi.nlm.nih.gov/pubmed/24056933,"Nanog, Pou5f1 and SoxB1 activate zygotic gene expression during the maternal-to-zygotic transition.",Nature,"Lee MT, Bonneau AR, Takacs CM, Bazzini AA, DiVito KR, Fleming ES, Giraldez AJ","After fertilization, maternal factors direct development and trigger zygotic genome activation (ZGA) at the maternal-to-zygotic transition (MZT). In zebrafish, ZGA is required for gastrulation and clearance of maternal messenger RNAs, which is in part regulated by the conserved microRNA miR-430. However, the factors that activate the zygotic program in vertebrates are unknown. Here we show that Nanog, Pou5f1 (also called Oct4) and SoxB1 regulate zygotic gene activation in zebrafish. We identified several hundred genes directly activated by maternal factors, constituting the first wave of zygotic transcription. Ribosome profiling revealed that nanog, sox19b and pou5f1 are the most highly translated transcription factors pre-MZT. Combined loss of these factors resulted in developmental arrest before gastrulation and a failure to activate >75% of zygotic genes, including miR-430. Our results demonstrate that maternal Nanog, Pou5f1 and SoxB1 are required to initiate the zygotic developmental program and induce clearance of the maternal program by activating miR-430 expression. "
Illumina Hiseq,2013,2013/9/1:2013/9/31,24053607,3849323,https://www.ncbi.nlm.nih.gov/pubmed/24053607,Extensively duplicated and transcriptionally active recent lateral gene transfer from a bacterial Wolbachia endosymbiont to its host filarial nematode Brugia malayi.,BMC genomics,"Ioannidis P, Johnston KL, Riley DR, Kumar N, White JR, Olarte KT, Ott S, Tallon LJ, Foster JM, Taylor MJ, Dunning Hotopp JC","Lymphatic filariasis is a neglected tropical disease afflicting more than 120 million people, while another 1.3 billion people are at risk of infection. The nematode worm Brugia malayi is one of the causative agents of the disease and exists in a mutualistic symbiosis with Wolbachia bacteria. Since extensive lateral gene transfer occurs frequently between Wolbachia and its hosts, we sought to measure the extent of such LGT in B. malayi by whole genome sequencing of Wolbachia-depleted worms."
Illumina Hiseq,2013,2013/9/1:2013/9/31,24064036,4084882,https://www.ncbi.nlm.nih.gov/pubmed/24064036,Chromatin immunoprecipitation and deep sequencing in Xenopus tropicalis and Xenopus laevis.,"Methods (San Diego, Calif.)","Wills AE, Gupta R, Chuong E, Baker JC","Chromatin immunoprecipitation and deep sequencing (ChIP-SEQ) represents a powerful tool for identifying the genomic targets of transcription factors, chromatin remodeling factors, and histone modifications. The frogs Xenopus laevis and Xenopus tropicalis have historically been outstanding model systems for embryology and cell biology, with emerging utility as highly accessible embryos for genome-wide studies. Here we focus on the particular strengths and limitations of Xenopus cell biology and genomics as they apply to ChIP-SEQ, and outline a methodology for ChIP-SEQ in both species, providing detailed strategies for sample preparation, antibody selection, quality control, sequencing library preparation, and basic analysis. "
Illumina Hiseq,2013,2013/9/1:2013/9/31,24053439,3856495,https://www.ncbi.nlm.nih.gov/pubmed/24053439,Model of gene expression in extreme cold - reference transcriptome for the high-Antarctic cryopelagic notothenioid fish Pagothenia borchgrevinki.,BMC genomics,"Bilyk KT, Cheng CH","Among the cold-adapted Antarctic notothenioid fishes, the high-latitude bald notothen Pagothenia borchgrevinki is particularly notable as the sole cryopelagic species, exploiting the coldest and iciest waters of the Southern Ocean. Because P. borchgrevinki is a frequent model for investigating notothenioid cold-adaptation and specialization, it is imperative that ""omic"" tools be developed for this species. In the absence of a sequenced genome, a well annotated reference transcriptome of the bald notothen will serve as a model of gene expression in the coldest and harshest of all polar marine environments, useful for future comparative studies of cold adaptation and thermal responses in polar teleosts and ectotherms."
Illumina Hiseq,2013,2013/9/1:2013/9/31,24050114,3978900,https://www.ncbi.nlm.nih.gov/pubmed/24050114,Metagenomics for pathogen detection in public health.,Genome medicine,"Miller RR, Montoya V, Gardy JL, Patrick DM, Tang P","Traditional pathogen detection methods in public health infectious disease surveillance rely upon the identification of agents that are already known to be associated with a particular clinical syndrome. The emerging field of metagenomics has the potential to revolutionize pathogen detection in public health laboratories by allowing the simultaneous detection of all microorganisms in a clinical sample, without a priori knowledge of their identities, through the use of next-generation DNA sequencing. A single metagenomics analysis has the potential to detect rare and novel pathogens, and to uncover the role of dysbiotic microbiomes in infectious and chronic human disease. Making use of advances in sequencing platforms and bioinformatics tools, recent studies have shown that metagenomics can even determine the whole-genome sequences of pathogens, allowing inferences about antibiotic resistance, virulence, evolution and transmission to be made. We are entering an era in which more novel infectious diseases will be identified through metagenomics-based methods than through traditional laboratory methods. The impetus is now on public health laboratories to integrate metagenomics techniques into their diagnostic arsenals. "
Illumina Hiseq,2013,2013/9/1:2013/9/31,24056865,3864034,https://www.ncbi.nlm.nih.gov/pubmed/24056865,RNA-seq data analysis at the gene and CDS levels provides a comprehensive view of transcriptome responses induced by 4-hydroxynonenal.,Molecular bioSystems,"Liu Q, Ullery J, Zhu J, Liebler DC, Marnett LJ, Zhang B","Reactive electrophiles produced during oxidative stress, such as 4-hydroxynonenal (HNE), are increasingly recognized as contributing factors in a variety of degenerative and inflammatory diseases. Here we used the RNA-seq technology to characterize transcriptome responses in RKO cells induced by HNE at subcytotoxic and cytotoxic doses. RNA-seq analysis rediscovered most of the differentially expressed genes reported by microarray studies and also identified novel gene responses. Interestingly, differential expression detection at the coding DNA sequence (CDS) level helped to further improve the consistency between the two technologies, suggesting the utility and importance of the CDS level analysis. RNA-seq data analysis combining gene and CDS levels yielded an informative and comprehensive picture of gradually evolving response networks with increasing HNE doses, from cell protection against oxidative injury at low dose, initiation of cell apoptosis and DNA damage at intermediate dose to significant deregulation of cellular functions at high dose. These evolving dose-dependent pathway changes, which cannot be observed by the gene level analysis alone, clearly reveal the HNE cytotoxic effect and are supported by IC50 experiments. Additionally, differential expression at the CDS level provides new insights into isoform regulation mechanisms. Taken together, our data demonstrate the power of RNA-seq to identify subtle transcriptome changes and to characterize effects induced by HNE through the generation of high-resolution data coupled with differential analysis at both gene and CDS levels. "
Illumina Hiseq,2013,2013/9/1:2013/9/31,24058054,3855521,https://www.ncbi.nlm.nih.gov/pubmed/24058054,Disruption of aryl hydrocarbon receptor homeostatic levels during embryonic stem cell differentiation alters expression of homeobox transcription factors that control cardiomyogenesis.,Environmental health perspectives,"Wang Q, Chen J, Ko CI, Fan Y, Carreira V, Chen Y, Xia Y, Medvedovic M, Puga A","The aryl hydrocarbon receptor (AHR) is a ligand-activated transcription factor that regulates the expression of xenobiotic detoxification genes and is a critical mediator of gene-environment interactions. Many AHR target genes identified by genome-wide gene expression profiling have morphogenetic functions, suggesting that AHR may play a role in embryonic development."
